# rows of the given matrix
nrows: 64
# cols of the given matrix
ncols: 64
# data type of the given matrix
type: double
# element value
value:
70.1642, 51.4803, 37.9565, 84.48, 69.6465, 78.2407, 69.5229, 66.6218, 57.2943, 59.6663, 32.8361, 18.4538, 8.96058, 71.1197, 5.36901, 7.06803, 43.0246, 95.8704, 71.8527, 38.2581, 59.7679, 68.9079, 54.1857, 1.66148, 72.644, 3.38057, 68.5984, 82.2319, 0.085266, 29.2125, 88.8548, 75.4872, 21.1561, 35.9359, 86.9843, 25.1375, 95.5302, 58.763, 81.3494, 82.5227, 35.752, 68.3555, 39.6563, 5.13323, 31.7105, 22.699, 22.0817, 6.20828, 11.5155, 4.59586, 3.50394, 39.9103, 12.9292, 3.53525, 2.87141, 79.8696, 39.6698, 36.3806, 26.9706, 36.0488, 9.97645, 49.3496, 44.3154, 98.6679
24.7183, 39.5243, 97.576, 47.4267, 49.6858, 56.7843, 92.4693, 78.1238, 64.0745, 20.9349, 18.7931, 34.5563, 31.1991, 53.4947, 22.904, 45.8234, 35.1551, 73.7701, 29.5472, 23.4125, 59.1796, 31.6784, 59.1553, 92.2934, 19.9963, 0.144679, 11.0975, 46.6587, 82.641, 39.288, 20.4317, 79.0594, 87.0997, 98.7218, 45.4241, 17.3244, 50.083, 37.8655, 79.6222, 72.9552, 81.6243, 19.2328, 89.6328, 95.6102, 48.1612, 79.2503, 94.0565, 9.43686, 90.4913, 94.5342, 84.1934, 84.5975, 35.4514, 89.5664, 78.87, 17.1835, 32.4998, 20.8123, 27.5432, 76.9484, 0.169387, 39.0949, 37.9134, 1.50531
98.2783, 2.14624, 55.6167, 88.5898, 8.59523, 11.0378, 7.79528, 57.7229, 41.0904, 91.3832, 72.516, 6.90987, 28.6176, 20.2465, 91.3018, 23.2062, 4.34616, 3.79103, 96.0319, 63.7491, 1.88913, 94.6472, 50.0487, 64.7835, 99.0906, 91.5962, 42.1825, 21.5831, 0.469283, 62.3286, 64.9762, 99.043, 73.8619, 72.8511, 36.5361, 83.1727, 57.2835, 40.1093, 65.2138, 21.0261, 32.2613, 22.2939, 92.9326, 94.6027, 56.223, 46.9391, 84.9993, 39.6514, 80.7159, 22.0298, 84.9401, 91.447, 69.0985, 29.5969, 84.1249, 28.6532, 5.70626, 53.5417, 63.758, 79.6293, 13.2283, 83.7638, 41.84, 2.08316
54.2564, 62.8983, 72.7969, 20.3232, 95.4026, 54.2632, 25.7598, 96.5964, 23.3816, 94.3799, 40.1325, 19.0346, 36.9604, 67.8513, 87.0703, 59.7295, 88.2114, 49.1193, 26.1465, 40.165, 4.38947, 71.1764, 49.0308, 68.933, 77.1412, 70.8502, 2.65742, 9.95763, 81.1401, 52.0837, 3.27029, 34.6049, 94.5659, 3.33274, 96.6524, 97.0327, 55.3974, 28.4939, 46.095, 2.50085, 23.3825, 39.5114, 49.2289, 40.233, 46.0723, 22.6723, 32.2167, 53.1708, 98.3031, 42.1736, 16.6878, 40.4552, 85.2803, 67.4048, 46.3619, 14.7443, 50.3106, 83.9938, 90.9361, 77.6822, 7.2905, 19.0335, 45.3103, 18.3502
39.7911, 12.1674, 36.259, 80.9757, 72.5898, 94.7493, 50.2327, 61.3607, 95.8022, 79.0534, 28.1729, 68.3973, 34.8011, 11.7026, 71.3584, 86.8702, 15.3305, 94.7714, 10.2208, 58.5341, 89.9405, 18.2063, 46.8827, 62.5244, 88.3493, 99.0443, 36.8892, 52.0667, 72.2462, 81.0414, 87.2278, 43.6474, 84.6307, 28.0825, 24.1865, 40.0085, 78.4338, 70.2296, 59.8405, 67.3309, 53.0729, 45.0108, 88.0492, 30.0787, 90.995, 26.1814, 59.7827, 92.8632, 33.8358, 31.9096, 36.5938, 64.4553, 99.5757, 81.7885, 88.7409, 90.9558, 33.3196, 67.2884, 14.223, 31.9492, 72.4143, 50.8877, 55.8573, 54.7801
11.2818, 47.5588, 25.1967, 78.2944, 59.5733, 74.4441, 86.1244, 14.8848, 74.2771, 60.6884, 2.75638, 95.7343, 50.5382, 22.4507, 27.6011, 0.107895, 75.2222, 78.308, 12.1935, 13.0037, 67.7061, 26.119, 49.0799, 38.2908, 95.8324, 97.0669, 67.2786, 31.3928, 97.5047, 40.2247, 14.8225, 8.35954, 86.2904, 89.9538, 28.3897, 19.9538, 83.8633, 20.3646, 29.2965, 37.287, 37.7996, 4.4911, 69.7335, 13.5531, 98.8088, 23.3467, 48.409, 30.8889, 73.0533, 84.3853, 45.2315, 45.6924, 89.4834, 18.1216, 62.1862, 20.4705, 13.8875, 62.7087, 47.3023, 26.5335, 65.3493, 37.972, 35.3958, 92.3065
65.7089, 20.0289, 7.1486, 91.2536, 72.6348, 70.1948, 83.0409, 88.0858, 89.3458, 98.0001, 74.8953, 9.15416, 41.969, 72.8763, 81.6299, 77.3055, 34.3025, 60.057, 49.5496, 93.6988, 13.9326, 28.5342, 34.2231, 30.1543, 69.4768, 61.6591, 66.5858, 11.3605, 47.0466, 37.9727, 38.674, 93.8704, 16.3665, 53.7919, 43.9606, 58.8394, 55.4378, 82.3584, 75.997, 6.55542, 16.8821, 17.5694, 55.1574, 26.6266, 81.6887, 38.5289, 59.9037, 73.7179, 48.3282, 81.402, 54.9884, 11.4243, 13.8294, 34.6916, 58.5672, 89.8671, 54.0834, 44.7744, 26.0676, 33.0979, 78.6653, 63.2421, 98.2561, 67.1437
69.1768, 16.3585, 75.5073, 75.1085, 49.4968, 93.107, 17.0773, 54.3356, 67.1219, 99.0243, 50.0606, 26.8055, 49.1491, 74.7574, 83.7836, 79.9732, 7.55931, 38.0291, 61.8784, 33.1432, 86.7018, 68.379, 65.6703, 74.8985, 7.83291, 55.9617, 7.19976, 62.5823, 1.80999, 91.029, 23.2019, 42.7516, 32.9946, 59.8774, 60.2365, 29.0006, 81.6246, 5.31143, 41.4902, 42.9137, 68.108, 17.1593, 28.833, 78.5239, 66.8896, 8.72476, 31.4045, 52.2966, 58.7694, 87.5821, 30.534, 73.9767, 36.2269, 24.2414, 95.5933, 96.5891, 60.6374, 19.8617, 70.1316, 52.0849, 16.1866, 63.16, 8.64022, 16.4158
58.1836, 23.2954, 81.5612, 56.9777, 37.7834, 86.6487, 44.3262, 49.7671, 16.2243, 87.5869, 69.0831, 73.3687, 31.9562, 59.4057, 69.4997, 4.13321, 2.16592, 83.6147, 79.3635, 13.9331, 59.9998, 40.1754, 35.098, 42.4915, 23.4676, 90.2173, 31.0327, 74.5026, 16.2186, 85.7127, 26.8445, 11.9196, 70.1992, 97.2729, 96.5551, 39.2404, 16.5002, 32.6025, 26.5893, 92.5851, 74.8455, 22.8832, 89.0804, 92.2014, 4.551, 21.4483, 66.9967, 44.9661, 88.322, 4.53352, 77.9269, 63.6222, 23.8552, 7.38342, 44.1879, 31.7132, 63.5978, 39.2193, 44.3059, 69.3932, 92.8496, 20.5108, 44.5145, 45.3928
76.2464, 39.8531, 21.5753, 85.3957, 20.2719, 82.0232, 20.1465, 98.6311, 12.0323, 88.4605, 5.62127, 83.7271, 7.43396, 18.5603, 40.9535, 83.999, 80.6147, 31.7707, 30.7561, 87.1559, 99.6003, 93.1898, 30.3484, 28.8547, 40.6665, 11.7793, 76.2482, 66.8541, 77.8812, 43.3848, 79.2127, 96.0512, 32.1522, 1.09172, 18.5443, 79.09, 32.7773, 24.8097, 0.366569, 56.8406, 57.2875, 3.58264, 85.9709, 69.8516, 46.8466, 71.6332, 10.6033, 18.6099, 68.6003, 41.2037, 3.84131, 82.2448, 78.2125, 62.3568, 33.2869, 60.1364, 28.2861, 71.2365, 53.8161, 20.7344, 39.8824, 55.1607, 36.7636, 31.3764
