# rows of the given matrix
nrows: 30
# cols of the given matrix
ncols: 32
# data type of the given matrix
type: double
# element value
value:
31.6219, 76.0487, 67.4295, 38.3221, 2.3933, 78.7572, 78.046, 58.9325, 83.9445, 67.519, 90.739, 40.5447, 40.7976, 89.5621, 59.6943, 50.1091, 54.5522, 53.6485, 29.1931, 36.0446, 20.0223, 29.7358, 24.8728, 27.5447, 16.5581, 32.405, 12.1914, 85.7876, 26.6643, 92.2234, 54.9994, 40.0621
76.0487, 96.0348, 27.4523, 38.639, 81.189, 21.6163, 4.11897, 6.26138, 77.5736, 96.301, 13.2912, 24.6264, 53.0654, 96.822, 70.9847, 21.3168, 9.26903, 40.871, 34.7338, 86.947, 95.1114, 3.65379, 3.60072, 80.9429, 87.0894, 71.7044, 25.5627, 32.2834, 50.5538, 0.897582, 35.1278, 33.7493
67.4295, 27.4523, 34.3862, 25.2194, 61.0922, 47.7621, 60.0009, 6.33736, 26.8761, 25.0637, 61.7636, 66.0607, 17.4721, 38.9501, 5.36995, 86.8329, 14.1156, 24.4127, 57.1101, 97.7497, 56.7264, 1.27513, 24.7265, 32.8756, 52.7857, 44.1841, 12.5463, 21.5495, 13.1319, 90.1593, 25.6618, 59.1919
38.3221, 38.639, 25.2194, 4.76588, 48.0476, 48.6008, 60.2078, 67.3344, 21.4279, 55.9398, 27.4687, 75.6798, 55.1534, 50.3308, 35.885, 27.2338, 86.3873, 29.4813, 74.8183, 83.6173, 12.2806, 55.1492, 74.2126, 63.7936, 13.4393, 38.326, 38.1164, 49.2565, 47.8008, 2.67126, 71.0655, 67.1375
2.3933, 81.189, 61.0922, 48.0476, 42.325, 92.6895, 43.1704, 46.7259, 72.9327, 48.1747, 4.53106, 14.668, 35.1647, 89.5976, 13.6592, 41.1702, 66.763, 6.46548, 18.9447, 81.9321, 7.85549, 37.4767, 43.6753, 91.7414, 19.6029, 58.6313, 74.2803, 46.1175, 93.545, 74.4232, 83.683, 46.4878
78.7572, 21.6163, 47.7621, 48.6008, 92.6895, 7.2648, 55.1518, 97.2026, 99.5929, 95.587, 67.7259, 47.6003, 3.86893, 44.0101, 63.6895, 24.8599, 56.21, 75.1534, 48.2574, 16.8787, 10.4036, 39.5515, 47.5521, 56.2683, 94.8415, 31.5552, 42.3042, 64.5473, 74.9708, 34.3635, 53.0178, 40.1858
78.046, 4.11897, 60.0009, 60.2078, 43.1704, 55.1518, 94.6213, 63.7434, 54.4097, 15.897, 35.9255, 90.8134, 90.5225, 19.1563, 96.2771, 70.4629, 82.1135, 76.8496, 20.9915, 18.1514, 61.6754, 5.39655, 34.8226, 60.985, 99.0027, 4.28328, 50.1487, 1.93073, 43.4361, 26.6838, 95.774, 43.6876
58.9325, 6.26138, 6.33736, 67.3344, 46.7259, 97.2026, 63.7434, 64.1398, 42.7116, 0.136643, 39.6412, 56.0252, 87.4798, 67.2972, 93.2278, 39.2418, 0.239297, 80.1157, 30.9215, 23.0131, 20.0939, 85.1472, 64.3907, 19.863, 10.1102, 12.9716, 67.9232, 64.1171, 9.42723, 27.0019, 91.6434, 84.6019
83.9445, 77.5736, 26.8761, 21.4279, 72.9327, 99.5929, 54.4097, 42.7116, 53.3571, 84.1362, 23.0135, 21.5286, 57.6439, 74.6136, 21.1892, 56.2261, 30.6997, 86.217, 29.1962, 95.2447, 52.8902, 67.2979, 65.5239, 67.9702, 1.93727, 73.0229, 71.9641, 59.3712, 11.4666, 82.9602, 46.4089, 47.2248
67.519, 96.301, 25.0637, 55.9398, 48.1747, 95.587, 15.897, 0.136643, 84.1362, 50.2155, 20.7495, 22.7415, 31.6147, 14.4371, 63.0246, 92.4118, 46.6673, 85.5687, 22.1417, 69.2843, 67.4185, 78.7172, 56.3669, 23.9871, 1.02541, 17.3671, 78.2215, 53.3329, 85.6359, 2.64583, 84.9537, 9.2261
